Respondent,LanguageWorkedWith
11280,HTML/CSS
11280,JavaScript
11280,SQL
11283,C#
11285,Bash/Shell/PowerShell
11285,C#
11285,HTML/CSS
11285,JavaScript
11285,SQL
11290,Go
11290,JavaScript
11290,Ruby
11290,SQL
11291,C#
11291,Go
11291,HTML/CSS
11291,JavaScript
11291,Python
11291,TypeScript
11292,Bash/Shell/PowerShell
11292,C#
11292,HTML/CSS
11292,JavaScript
11292,SQL
11292,TypeScript
11293,Bash/Shell/PowerShell
11293,HTML/CSS
11293,JavaScript
11293,PHP
11293,Python
11294,Bash/Shell/PowerShell
11294,C++
11294,C#
11294,Clojure
11294,Elixir
11294,Go
11294,HTML/CSS
11294,Java
11294,JavaScript
11294,PHP
11294,Ruby
11294,Rust
11294,Scala
11294,SQL
11294,TypeScript
11294,VBA
11295,C#
11295,JavaScript
11295,SQL
11295,Swift
11296,Python
11299,Bash/Shell/PowerShell
11299,HTML/CSS
11299,Java
11299,JavaScript
11299,PHP
11299,Python
11299,SQL
11299,Swift
11299,TypeScript
11300,Bash/Shell/PowerShell
11300,Java
11300,JavaScript
11300,Python
11300,Scala
11300,SQL
11303,C#
11303,HTML/CSS
11303,Java
11303,JavaScript
11303,Other(s):
11305,Bash/Shell/PowerShell
11305,HTML/CSS
11305,Java
11305,JavaScript
11306,Bash/Shell/PowerShell
11306,HTML/CSS
11306,JavaScript
11306,Python
11306,SQL
11307,C#
11307,Elixir
11307,HTML/CSS
11307,JavaScript
11307,SQL
11310,HTML/CSS
11310,Java
11310,JavaScript
11310,Other(s):
11314,C#
11314,HTML/CSS
11314,JavaScript
11314,SQL
11319,Java
11319,Python
11319,SQL
11319,Swift
11320,HTML/CSS
11320,JavaScript
11320,TypeScript
11321,Bash/Shell/PowerShell
11321,HTML/CSS
11321,JavaScript
11321,Python
11321,SQL
11321,Other(s):
11323,C#
11323,Java
11323,Kotlin
11323,Python
11323,SQL
11323,TypeScript
11324,Bash/Shell/PowerShell
11324,Python
11325,Bash/Shell/PowerShell
11325,C++
11325,Go
11325,HTML/CSS
11325,JavaScript
11325,Python
11325,SQL
11325,TypeScript
11326,C++
11326,Python
11326,SQL
11327,C++
11327,C#
11329,Bash/Shell/PowerShell
11329,C#
11329,HTML/CSS
11329,JavaScript
11329,SQL
11329,TypeScript
11330,C#
11330,HTML/CSS
11330,JavaScript
11330,SQL
11331,Bash/Shell/PowerShell
11331,JavaScript
11331,Rust
11331,Other(s):
11334,JavaScript
11334,Python
11334,TypeScript
11340,HTML/CSS
11340,JavaScript
11340,Python
11340,Ruby
11340,SQL
11342,C++
11342,C#
11342,Python
11346,C++
11346,Java
11346,Python
11352,Assembly
11352,Bash/Shell/PowerShell
11352,C
11352,C++
11352,C#
11352,HTML/CSS
11352,Java
11352,JavaScript
11352,PHP
11352,Python
11352,Scala
11353,C#
11353,HTML/CSS
11353,JavaScript
11353,Python
11353,SQL
11355,HTML/CSS
11355,Java
11355,JavaScript
11355,Python
11355,SQL
11355,Other(s):
11357,F#
11357,Python
11357,R
11357,SQL
11358,Bash/Shell/PowerShell
11358,Go
11358,JavaScript
11358,SQL
11362,C#
11362,HTML/CSS
11362,JavaScript
11362,TypeScript
11363,C
11363,C++
11363,JavaScript
11363,Python
11363,SQL
11365,Assembly
11365,Bash/Shell/PowerShell
11365,C
11365,C#
11365,Clojure
11365,Dart
11365,Elixir
11365,Erlang
11365,Go
11365,HTML/CSS
11365,Java
11365,JavaScript
11365,Kotlin
11365,Python
11365,Rust
11365,TypeScript
11367,HTML/CSS
11367,JavaScript
11367,Ruby
11371,Bash/Shell/PowerShell
11371,HTML/CSS
11371,Java
11371,JavaScript
11371,Python
11371,SQL
11373,Bash/Shell/PowerShell
11373,Go
11373,Java
11373,Kotlin
11373,Ruby
11373,SQL
11374,HTML/CSS
11374,Python
11374,R
11374,SQL
11376,Assembly
11376,Bash/Shell/PowerShell
11376,C
11376,C++
11376,C#
11376,HTML/CSS
11376,JavaScript
11376,PHP
11376,Python
11376,Ruby
11376,SQL
11379,C#
11379,Java
11379,JavaScript
11379,SQL
11380,C#
11380,HTML/CSS
11380,JavaScript
11380,Python
11380,SQL
11380,VBA
11381,Bash/Shell/PowerShell
11381,HTML/CSS
11381,JavaScript
11381,SQL
11382,Bash/Shell/PowerShell
11382,Go
11382,Java
11382,Python
11382,Scala
11382,SQL
11385,C#
11385,HTML/CSS
11385,JavaScript
11386,Bash/Shell/PowerShell
11386,C#
11386,HTML/CSS
11386,JavaScript
11386,PHP
11386,Python
11386,SQL
11388,Bash/Shell/PowerShell
11388,C++
11388,JavaScript
11388,Kotlin
11388,Objective-C
11388,Other(s):
11391,Bash/Shell/PowerShell
11391,C++
11391,C#
11391,HTML/CSS
11391,Java
11391,JavaScript
11391,PHP
11391,Python
11391,R
11391,Ruby
11391,SQL
11391,Other(s):
11394,Bash/Shell/PowerShell
11394,HTML/CSS
11394,Java
11394,JavaScript
11394,Python
11394,SQL
11395,PHP
11395,SQL
11395,Other(s):
11398,Bash/Shell/PowerShell
11398,C
11398,C++
11398,C#
11398,SQL
11401,C#
11401,HTML/CSS
11401,TypeScript
11402,Bash/Shell/PowerShell
11402,HTML/CSS
11402,Java
11402,JavaScript
11402,Kotlin
11402,SQL
11407,C
11407,C++
11407,Clojure
11407,Elixir
11407,Java
11407,JavaScript
11407,PHP
11407,Ruby
11407,Swift
11407,Other(s):
11409,HTML/CSS
11409,Java
11409,JavaScript
11409,TypeScript
11409,VBA
11412,C
11412,C++
11412,HTML/CSS
11412,JavaScript
11412,PHP
11412,Python
11412,R
11412,SQL
11413,Bash/Shell/PowerShell
11413,Java
11413,Python
11413,SQL
11414,Bash/Shell/PowerShell
11414,HTML/CSS
11414,JavaScript
11414,Scala
11414,Other(s):
11416,Bash/Shell/PowerShell
11416,C
11416,C++
11416,HTML/CSS
11416,Java
11416,JavaScript
11416,Python
11416,R
11416,SQL
11416,Other(s):
11419,C
11419,C++
11419,C#
11419,HTML/CSS
11419,Java
11419,JavaScript
11419,Objective-C
11419,SQL
11419,Other(s):
11420,C#
11420,F#
11420,SQL
11423,Bash/Shell/PowerShell
11423,Java
11423,JavaScript
11423,Python
11423,SQL
11423,TypeScript
11425,Bash/Shell/PowerShell
11425,HTML/CSS
11425,JavaScript
11425,Rust
11425,TypeScript
11430,Bash/Shell/PowerShell
11430,C#
11430,JavaScript
11430,Python
11430,R
11430,SQL
11430,VBA
11431,Bash/Shell/PowerShell
11431,C#
11431,F#
11431,R
11431,SQL
11432,HTML/CSS
11432,JavaScript
11432,Ruby
11432,TypeScript
11432,Other(s):
11434,Bash/Shell/PowerShell
11434,C++
11434,C#
11434,HTML/CSS
11434,JavaScript
11434,PHP
11434,SQL
11434,TypeScript
11434,VBA
11439,JavaScript
11439,PHP
11439,Python
11439,SQL
11439,TypeScript
11440,Bash/Shell/PowerShell
11440,Python
11440,R
11440,SQL
11442,C#
11442,HTML/CSS
11442,Java
11442,JavaScript
11442,SQL
11442,TypeScript
11447,Java
11447,SQL
11448,C#
11448,HTML/CSS
11448,JavaScript
11448,Python
11448,SQL
11448,TypeScript
11450,Java
11450,Python
11450,R
11456,C++
11456,HTML/CSS
11456,Java
11456,JavaScript
11456,SQL
11460,C
11460,HTML/CSS
11460,Java
11460,JavaScript
11460,Objective-C
11460,PHP
11460,Python
11460,Ruby
11460,SQL
11460,Swift
11460,TypeScript
11461,Swift
11462,Objective-C
11462,Swift
11464,Java
11464,JavaScript
11464,Kotlin
11464,Python
11464,TypeScript
11465,Bash/Shell/PowerShell
11465,C
11465,Elixir
11465,Go
11465,JavaScript
11465,Python
11465,Ruby
11465,Rust
11465,SQL
11465,TypeScript
11466,C#
11466,HTML/CSS
11466,Java
11466,JavaScript
11466,SQL
11466,TypeScript
11469,C
11469,HTML/CSS
11469,Ruby
11469,SQL
11470,Bash/Shell/PowerShell
11470,Go
11470,HTML/CSS
11470,Java
11470,JavaScript
11470,Kotlin
11470,PHP
11470,Python
11470,SQL
11471,Bash/Shell/PowerShell
11471,Clojure
11471,HTML/CSS
11471,Ruby
11471,SQL
11471,TypeScript
11472,Bash/Shell/PowerShell
11472,Go
11472,HTML/CSS
11472,JavaScript
11472,SQL
11472,TypeScript
11474,C
11474,C++
11474,C#
11474,Dart
11474,HTML/CSS
11474,Java
11474,JavaScript
11474,Kotlin
11474,Objective-C
11474,PHP
11474,Python
11474,SQL
11474,Swift
11474,TypeScript
11476,C#
11476,HTML/CSS
11476,JavaScript
11476,SQL
11477,HTML/CSS
11477,Java
11477,JavaScript
11477,Python
11477,TypeScript
11481,HTML/CSS
11481,Java
11481,JavaScript
11481,SQL
11488,C#
11488,HTML/CSS
11488,Java
11488,JavaScript
11488,PHP
11488,SQL
11488,TypeScript
11489,Bash/Shell/PowerShell
11489,Java
11489,JavaScript
11490,Bash/Shell/PowerShell
11490,C#
11490,Go
11490,HTML/CSS
11490,Java
11490,Kotlin
11494,HTML/CSS
11494,Java
11494,JavaScript
11494,Python
11496,Bash/Shell/PowerShell
11496,Python
11496,SQL
11497,Bash/Shell/PowerShell
11497,Java
11497,Python
11497,SQL
11499,Bash/Shell/PowerShell
11499,Python
11499,Other(s):
11501,HTML/CSS
11501,Java
11501,JavaScript
11501,Ruby
11501,SQL
11508,Bash/Shell/PowerShell
11508,HTML/CSS
11508,JavaScript
11508,PHP
11508,SQL
11508,TypeScript
11511,Bash/Shell/PowerShell
11511,PHP
11511,Python
11511,SQL
11513,HTML/CSS
11513,Java
11513,JavaScript
11514,Java
11514,Kotlin
11519,Python
11519,R
11521,Bash/Shell/PowerShell
11521,Java
11521,Python
11521,SQL
11524,Bash/Shell/PowerShell
11524,C
11524,C++
11524,HTML/CSS
11524,JavaScript
11524,PHP
11524,SQL
11524,Other(s):
11526,Bash/Shell/PowerShell
11526,HTML/CSS
11526,JavaScript
11526,PHP
11526,Python
11526,Ruby
11526,SQL
11527,Java
11528,Bash/Shell/PowerShell
11528,HTML/CSS
11528,Java
11528,JavaScript
11528,SQL
11530,C#
11530,HTML/CSS
11530,JavaScript
11530,SQL
11532,JavaScript
11532,Other(s):
11533,Assembly
11533,Bash/Shell/PowerShell
11533,C
11533,C++
11533,HTML/CSS
11533,Java
11533,JavaScript
11533,TypeScript
11540,Bash/Shell/PowerShell
11540,C
11540,C++
11540,C#
11540,HTML/CSS
11540,Java
11540,JavaScript
11540,PHP
11540,Python
11540,SQL
11540,Swift
11540,TypeScript
11540,VBA
11541,Bash/Shell/PowerShell
11541,JavaScript
11544,C#
11544,HTML/CSS
11544,Java
11544,JavaScript
11544,SQL
11544,TypeScript
11546,C#
11546,Dart
11546,HTML/CSS
11546,JavaScript
11546,PHP
11546,Python
11546,TypeScript
11547,Bash/Shell/PowerShell
11547,Python
11547,SQL
11547,VBA
11549,C#
11549,HTML/CSS
11549,JavaScript
11549,SQL
11552,Elixir
11552,Go
11552,Python
11552,Scala
11552,SQL
11553,HTML/CSS
11553,Java
11553,JavaScript
11553,Kotlin
11553,PHP
11553,SQL
11553,TypeScript
11554,HTML/CSS
11554,Java
11554,JavaScript
11554,SQL
11558,Bash/Shell/PowerShell
11558,HTML/CSS
11558,Python
11558,Ruby
11559,HTML/CSS
11559,JavaScript
11559,Python
11559,Ruby
11559,SQL
11563,C#
11563,Dart
11563,Go
11563,Java
11563,Kotlin
11563,Objective-C
11563,PHP
11563,Python
11563,Ruby
11563,Scala
11563,SQL
11563,Swift
11565,Java
11569,Bash/Shell/PowerShell
11569,C
11569,C++
11569,Java
11569,Python
11569,Rust
11569,Scala
11569,Other(s):
11573,Java
11573,JavaScript
11573,Python
11573,SQL
11579,HTML/CSS
11579,JavaScript
11579,Python
11579,R
11580,C#
11580,HTML/CSS
11580,JavaScript
11580,PHP
11580,SQL
11580,VBA
11581,C#
11581,HTML/CSS
11581,Java
11581,JavaScript
11581,PHP
11581,Python
11581,SQL
11583,HTML/CSS
11583,Java
11583,JavaScript
11583,Python
11583,SQL
11583,Other(s):
11584,C#
11584,JavaScript
11584,SQL
11585,Bash/Shell/PowerShell
11585,C++
11585,Java
11585,JavaScript
11585,Python
11585,SQL
11585,TypeScript
11586,Bash/Shell/PowerShell
11586,C
11586,C++
11586,Go
11586,Java
11586,Python
11589,HTML/CSS
11589,JavaScript
11589,SQL
11589,TypeScript
11592,Bash/Shell/PowerShell
11592,C
11592,C++
11592,C#
11592,HTML/CSS
11592,Java
11592,JavaScript
11592,PHP
11592,Python
11592,SQL
11593,HTML/CSS
11593,Java
11593,JavaScript
11593,SQL
11593,TypeScript
11595,Bash/Shell/PowerShell
11595,C#
11595,F#
11595,HTML/CSS
11595,JavaScript
11595,SQL
11595,TypeScript
11597,C
11597,C++
11597,Dart
11597,Erlang
11597,Go
11597,HTML/CSS
11597,PHP
11597,Python
11602,C++
11602,C#
11602,Python
11602,SQL
11605,Bash/Shell/PowerShell
11605,C#
11605,HTML/CSS
11605,JavaScript
11605,SQL
11605,TypeScript
11607,C#
11607,Dart
11607,HTML/CSS
11607,Java
11607,JavaScript
11607,SQL
11607,TypeScript
11608,C#
11608,HTML/CSS
11608,JavaScript
11608,PHP
11608,Rust
11608,SQL
11608,TypeScript
11609,Java
11609,JavaScript
11609,PHP
11609,SQL
11610,C++
11610,HTML/CSS
11610,Java
11610,JavaScript
11610,SQL
11614,C#
11614,HTML/CSS
11614,JavaScript
11614,SQL
11616,Java
11616,Python
11619,Bash/Shell/PowerShell
11619,C#
11619,HTML/CSS
11619,JavaScript
11619,SQL
11619,TypeScript
11620,Bash/Shell/PowerShell
11620,C#
11620,HTML/CSS
11620,Java
11620,JavaScript
11620,SQL
11621,Go
11621,HTML/CSS
11621,JavaScript
11621,Python
11621,SQL
11623,HTML/CSS
11623,Java
11623,JavaScript
11623,Scala
11625,C#
11625,HTML/CSS
11625,JavaScript
11625,Python
11625,SQL
11625,TypeScript
11628,PHP
11628,Python
11629,Bash/Shell/PowerShell
11629,HTML/CSS
11629,Java
11629,JavaScript
11629,Python
11629,R
11629,Ruby
11631,C#
11631,HTML/CSS
11631,JavaScript
11631,SQL
11631,TypeScript
11632,C#
11632,Java
11632,JavaScript
11632,SQL
11637,C++
11637,HTML/CSS
11637,JavaScript
11637,PHP
11637,Python
11637,SQL
11640,C#
11640,HTML/CSS
11640,JavaScript
11640,SQL
11642,HTML/CSS
11642,Java
11642,JavaScript
11642,Swift
11642,TypeScript
11643,Bash/Shell/PowerShell
11643,C#
11643,F#
11643,HTML/CSS
11643,Java
11643,JavaScript
11643,Python
11643,SQL
11646,Bash/Shell/PowerShell
11646,Go
11646,HTML/CSS
11646,Java
11646,JavaScript
11646,Kotlin
11646,Objective-C
11646,Python
11646,Ruby
11646,SQL
11646,Swift
11646,TypeScript
11647,Bash/Shell/PowerShell
11647,HTML/CSS
11647,Java
11647,JavaScript
11647,PHP
11647,SQL
11648,Bash/Shell/PowerShell
11648,C
11648,Clojure
11648,HTML/CSS
11648,JavaScript
11648,Kotlin
11648,PHP
11648,Python
11648,TypeScript
11651,C
11651,HTML/CSS
11651,Java
11651,JavaScript
11651,PHP
11651,SQL
11651,Other(s):
11652,Bash/Shell/PowerShell
11652,C++
11652,HTML/CSS
11652,Java
11652,JavaScript
11652,PHP
11652,Python
11652,R
11652,SQL
11652,VBA
11654,HTML/CSS
11654,Java
11654,JavaScript
11654,Objective-C
11654,PHP
11654,Python
11654,SQL
11654,Swift
11654,TypeScript
11661,HTML/CSS
11661,Java
11661,PHP
11661,SQL
11666,Bash/Shell/PowerShell
11666,Go
11666,HTML/CSS
11666,JavaScript
11666,PHP
11666,SQL
11667,HTML/CSS
11667,Java
11667,JavaScript
11667,Kotlin
11667,PHP
11667,Python
11667,SQL
11667,Swift
11672,C#
11672,HTML/CSS
11672,JavaScript
11673,Bash/Shell/PowerShell
11673,Objective-C
11673,Ruby
11673,Swift
11676,C
11676,C++
11676,HTML/CSS
11676,JavaScript
11676,PHP
11676,Python
11676,SQL
11677,Bash/Shell/PowerShell
11677,Python
11677,R
11677,SQL
11679,C#
11679,HTML/CSS
11679,Java
11679,JavaScript
11679,PHP
11679,SQL
11679,TypeScript
11682,Bash/Shell/PowerShell
11682,HTML/CSS
11682,JavaScript
11682,PHP
11682,SQL
11683,HTML/CSS
11683,Python
11683,R
11684,Bash/Shell/PowerShell
11684,HTML/CSS
11684,JavaScript
11684,PHP
11684,SQL
11685,HTML/CSS
11685,Java
11685,Kotlin
11685,PHP
11685,SQL
11685,Other(s):
11687,Bash/Shell/PowerShell
11687,C
11687,C++
11687,C#
11687,Dart
11687,Go
11687,HTML/CSS
11687,Java
11687,JavaScript
11687,Python
11688,Bash/Shell/PowerShell
11688,HTML/CSS
11688,JavaScript
11688,Ruby
11688,SQL
11688,TypeScript
11689,Bash/Shell/PowerShell
11689,HTML/CSS
11689,Java
11689,JavaScript
11689,Python
11689,Ruby
11689,SQL
11690,Bash/Shell/PowerShell
11690,HTML/CSS
11690,Java
11690,JavaScript
11690,SQL
11690,TypeScript
11692,Elixir
11692,HTML/CSS
11692,JavaScript
11692,Python
11692,Ruby
11692,SQL
11693,C++
11693,Java
11693,JavaScript
11693,PHP
11693,SQL
11694,C++
11694,C#
11694,HTML/CSS
11694,Java
11694,JavaScript
11694,Objective-C
11694,SQL
11694,Swift
11696,Bash/Shell/PowerShell
11696,C#
11696,HTML/CSS
11696,JavaScript
11696,SQL
11696,TypeScript
11697,Swift
11699,Java
11699,JavaScript
11699,Kotlin
11699,SQL
11701,Java
11701,SQL
11702,C
11702,HTML/CSS
11702,JavaScript
11702,Python
11703,HTML/CSS
11703,JavaScript
11703,TypeScript
11708,C#
11708,HTML/CSS
11708,JavaScript
11708,SQL
11708,TypeScript
11709,Assembly
11709,C
11709,Java
11709,Kotlin
11709,Python
11710,Bash/Shell/PowerShell
11710,C
11710,C#
11710,HTML/CSS
11710,JavaScript
11710,SQL
11710,TypeScript
11713,Java
11713,Ruby
11715,C
11715,C++
11715,JavaScript
11715,Other(s):
11717,Bash/Shell/PowerShell
11717,Python
11717,R
11717,SQL
11720,HTML/CSS
11720,JavaScript
11720,TypeScript
11721,C#
11721,JavaScript
11725,Bash/Shell/PowerShell
11725,JavaScript
11725,Python
11725,Ruby
11725,TypeScript
11727,Erlang
11727,Java
11727,JavaScript
11727,Kotlin
11727,SQL
11727,TypeScript
11729,HTML/CSS
11729,JavaScript
11729,PHP
11729,Python
11729,SQL
11731,Bash/Shell/PowerShell
11731,C#
11731,HTML/CSS
11731,Java
11731,JavaScript
11731,SQL
11734,Java
11734,SQL
11735,Java
11735,JavaScript
11735,TypeScript
11738,C++
11738,C#
11738,Clojure
11738,Elixir
11738,F#
11738,HTML/CSS
11738,JavaScript
11738,Python
11738,Ruby
11738,SQL
11739,HTML/CSS
11739,JavaScript
11739,Python
11742,Bash/Shell/PowerShell
11742,HTML/CSS
11742,JavaScript
11742,Ruby
11742,TypeScript
11743,Java
11743,SQL
11744,C#
11744,Go
11744,HTML/CSS
11744,JavaScript
11744,Python
11744,Ruby
11744,Scala
11744,SQL
11744,TypeScript
11746,HTML/CSS
11746,Java
11746,JavaScript
11746,PHP
11746,Python
11746,TypeScript
11748,C
11748,C++
11748,C#
11748,HTML/CSS
11748,Java
11748,JavaScript
11748,PHP
11748,SQL
11748,Swift
11752,Bash/Shell/PowerShell
11752,C++
11752,Go
11752,Python
11752,SQL
11754,HTML/CSS
11754,JavaScript
11754,PHP
11754,SQL
11757,Bash/Shell/PowerShell
11757,C#
11757,HTML/CSS
11757,Java
11757,JavaScript
11757,Python
11757,Ruby
11757,Scala
11757,SQL
11760,C#
11760,HTML/CSS
11760,Java
11760,JavaScript
11760,Python
11761,Bash/Shell/PowerShell
11761,HTML/CSS
11761,Java
11761,JavaScript
11761,Python
11761,SQL
11761,TypeScript
11762,Java
11762,Python
11762,SQL
11763,Bash/Shell/PowerShell
11763,HTML/CSS
11763,JavaScript
11763,Python
11763,SQL
11764,C
11764,C++
11764,Go
11764,HTML/CSS
11764,JavaScript
11764,PHP
11764,Ruby
11767,Bash/Shell/PowerShell
11767,Go
11767,HTML/CSS
11767,JavaScript
11767,SQL
11767,TypeScript
11769,JavaScript
11769,PHP
11769,SQL
11771,Bash/Shell/PowerShell
11771,C++
11771,Python
11772,Other(s):
11775,Bash/Shell/PowerShell
11775,Java
11775,JavaScript
11775,Kotlin
11775,SQL
11775,Other(s):
11777,C#
11777,HTML/CSS
11777,JavaScript
11777,SQL
11777,TypeScript
11779,HTML/CSS
11779,JavaScript
11779,Python
11783,Bash/Shell/PowerShell
11783,C++
11783,C#
11783,HTML/CSS
11783,Java
11783,JavaScript
11783,Python
11783,SQL
11786,Bash/Shell/PowerShell
11786,HTML/CSS
11786,Java
11786,JavaScript
11786,PHP
11786,SQL
11788,JavaScript
11788,PHP
11789,C#
11789,HTML/CSS
11789,JavaScript
11789,SQL
11791,HTML/CSS
11791,JavaScript
11791,PHP
11791,Ruby
11792,HTML/CSS
11792,Java
11792,JavaScript
11792,PHP
11792,Python
11792,SQL
11792,TypeScript
11793,HTML/CSS
11793,JavaScript
11793,PHP
11794,Bash/Shell/PowerShell
11794,Go
11794,HTML/CSS
11794,JavaScript
11794,Ruby
11794,TypeScript
11796,Bash/Shell/PowerShell
11796,C#
11796,HTML/CSS
11796,JavaScript
11796,Python
11796,SQL
11798,Bash/Shell/PowerShell
11798,Python
11799,Bash/Shell/PowerShell
11799,HTML/CSS
11799,Java
11799,JavaScript
11799,PHP
11799,Python
11799,R
11799,SQL
11799,VBA
11800,C#
11800,HTML/CSS
11800,JavaScript
11800,SQL
11801,Bash/Shell/PowerShell
11801,HTML/CSS
11801,Java
11801,JavaScript
11801,Python
11803,HTML/CSS
11803,JavaScript
11803,PHP
11803,Python
11803,SQL
11807,Assembly
11807,Bash/Shell/PowerShell
11807,C
11807,C++
11807,JavaScript
11807,Python
11807,Rust
11807,SQL
11807,TypeScript
11807,Other(s):
11809,C#
11809,HTML/CSS
11809,JavaScript
11809,Python
11809,SQL
11812,C
11812,C++
11812,C#
11812,HTML/CSS
11812,Java
11812,JavaScript
11812,Kotlin
11812,PHP
11812,Swift
11815,Bash/Shell/PowerShell
11815,Go
11815,HTML/CSS
11815,JavaScript
11815,SQL
11818,HTML/CSS
11818,JavaScript
11818,Objective-C
11818,PHP
11819,Bash/Shell/PowerShell
11819,C
11819,C++
11819,Erlang
11819,Go
11819,Java
11819,JavaScript
11819,Objective-C
11819,Python
11819,SQL
11819,Swift
11820,C
11820,C++
11820,Java
11820,JavaScript
11820,Python
11821,C#
11821,HTML/CSS
11821,JavaScript
11821,SQL
11823,C++
11823,HTML/CSS
11823,Java
11823,JavaScript
11823,SQL
11829,Bash/Shell/PowerShell
11829,C#
11829,Java
11829,JavaScript
11829,SQL
11829,TypeScript
11831,C
11831,C++
11831,HTML/CSS
11831,Java
11831,JavaScript
11831,PHP
11831,Ruby
11831,TypeScript
11835,Bash/Shell/PowerShell
11835,C
11835,C++
11835,C#
11835,Java
11835,JavaScript
11835,Objective-C
11835,Python
11835,Scala
11835,SQL
11837,Bash/Shell/PowerShell
11837,C
11837,C++
11837,HTML/CSS
11837,JavaScript
11837,Python
11837,SQL
11838,Bash/Shell/PowerShell
11838,HTML/CSS
11838,JavaScript
11838,Python
11838,SQL
11840,Bash/Shell/PowerShell
11840,HTML/CSS
11840,Java
11840,JavaScript
11840,R
11841,Bash/Shell/PowerShell
11841,C
11841,HTML/CSS
11841,JavaScript
11841,Python
11841,R
11841,Ruby
11841,SQL
11841,TypeScript
11844,Bash/Shell/PowerShell
11844,C++
11844,C#
11844,HTML/CSS
11844,JavaScript
11844,Python
11844,TypeScript
11845,HTML/CSS
11845,Java
11845,JavaScript
11845,SQL
11847,Bash/Shell/PowerShell
11847,Go
11847,HTML/CSS
11847,JavaScript
11847,Kotlin
11847,PHP
11847,Python
11847,SQL
11847,TypeScript
11849,C++
11849,HTML/CSS
11849,JavaScript
11849,Python
11849,R
11849,SQL
11850,C#
11850,HTML/CSS
11850,Java
11850,JavaScript
11850,TypeScript
11851,Bash/Shell/PowerShell
11851,C#
11851,HTML/CSS
11851,JavaScript
11851,SQL
11851,TypeScript
11852,Bash/Shell/PowerShell
11852,C#
11852,HTML/CSS
11852,JavaScript
11852,PHP
11852,Python
11855,Bash/Shell/PowerShell
11855,C
11855,Clojure
11855,Dart
11855,HTML/CSS
11855,JavaScript
11855,Kotlin
11855,Python
11855,TypeScript
11856,HTML/CSS
11856,JavaScript
11856,SQL
11858,Elixir
11858,Erlang
11858,HTML/CSS
11858,Ruby
11858,SQL
11858,Other(s):
11859,HTML/CSS
11859,Java
11859,JavaScript
11859,PHP
11859,Python
11859,Ruby
11859,SQL
11859,VBA
11860,C#
11860,Clojure
11860,JavaScript
11860,SQL
11860,TypeScript
11861,Bash/Shell/PowerShell
11861,HTML/CSS
11861,JavaScript
11861,PHP
11861,TypeScript
11862,HTML/CSS
11862,JavaScript
11862,PHP
11863,C++
11863,HTML/CSS
11863,Java
11863,JavaScript
11863,SQL
11865,HTML/CSS
11865,Java
11865,JavaScript
11870,C
11870,C++
11870,HTML/CSS
11870,JavaScript
11870,PHP
11870,SQL
11871,C#
11873,C#
11873,HTML/CSS
11873,JavaScript
11873,PHP
11875,C#
11875,HTML/CSS
11875,Java
11875,JavaScript
11875,Python
11875,SQL
11876,Dart
11876,Java
11876,JavaScript
11876,Kotlin
11876,Python
11876,Other(s):
11879,Bash/Shell/PowerShell
11879,HTML/CSS
11879,JavaScript
11879,PHP
11879,Python
11879,SQL
11879,TypeScript
11879,Other(s):
11885,Objective-C
11885,Python
11885,Swift
11889,Go
11889,Java
11889,Scala
11890,C#
11891,Java
11891,JavaScript
11891,SQL
11892,HTML/CSS
11892,JavaScript
11892,SQL
11892,TypeScript
11893,HTML/CSS
11893,JavaScript
11893,PHP
11895,HTML/CSS
11895,Java
11895,JavaScript
11895,SQL
11895,TypeScript
11899,Bash/Shell/PowerShell
11899,HTML/CSS
11899,Java
11899,JavaScript
11899,Objective-C
11899,PHP
11899,Swift
11901,C#
11901,Go
11901,HTML/CSS
11901,Java
11901,JavaScript
11901,SQL
11906,Bash/Shell/PowerShell
11906,C
11906,C++
11906,C#
11906,HTML/CSS
11906,JavaScript
11906,PHP
11906,SQL
11906,TypeScript
11906,VBA
11907,JavaScript
11907,PHP
11910,C#
11910,HTML/CSS
11910,JavaScript
11910,SQL
11910,TypeScript
11911,C#
11911,HTML/CSS
11911,JavaScript
11911,TypeScript
11913,Bash/Shell/PowerShell
11913,Java
11915,C
11915,C++
11915,C#
11915,HTML/CSS
11915,Java
11915,JavaScript
11915,Python
11915,SQL
11915,Swift
11916,Assembly
11916,Bash/Shell/PowerShell
11916,C
11916,C++
11916,HTML/CSS
11916,JavaScript
11916,Python
11916,Ruby
11916,SQL
11916,Swift
11916,TypeScript
11916,Other(s):
11925,C#
11925,JavaScript
11925,SQL
11927,C++
11927,C#
11927,JavaScript
11927,SQL
11928,Bash/Shell/PowerShell
11928,Java
11928,Python
11928,Ruby
11934,C++
11934,C#
11934,Go
11934,HTML/CSS
11934,Java
11934,JavaScript
11934,Objective-C
11934,PHP
11934,Ruby
11934,SQL
11934,Swift
11934,TypeScript
11935,Bash/Shell/PowerShell
11935,HTML/CSS
11935,Java
11935,JavaScript
11935,SQL
11935,TypeScript
11937,C
11937,C#
11937,Dart
11937,HTML/CSS
11937,JavaScript
11937,Python
11937,SQL
11939,HTML/CSS
11939,JavaScript
11939,Python
11939,R
11939,SQL
11939,Other(s):
11951,Erlang
11951,HTML/CSS
11951,JavaScript
11951,Ruby
11951,Rust
11953,HTML/CSS
11953,JavaScript
11953,Python
11953,R
11953,SQL
11954,Bash/Shell/PowerShell
11954,HTML/CSS
11954,Python
